ID,target
00eae8832,17792783.91938509
00ebefdc0,17850631.466197524
00ecbcb1b,14727123.426025366
00ed49382,17740791.64953334
00ed87564,17850631.466197524
00ef96cfd,15982066.89020433
00efe7ca3,17850631.466197524
00f36aa18,17850631.466197524
00f3fb071,17792783.91938509
00f43f548,17190186.988854133
00f4d58ec,17850631.466197524
00f56e106,17780630.803316403
00f84d8c2,17850631.466197524
00f92953b,17850631.466197524
00fa1d469,17850631.466197524
00ff96f49,17363478.122505445
0100ce0d8,15982066.89020433
0102ea9e1,17850631.466197524
0104b3af3,17850631.466197524
010672441,17850631.466197524
010771ca5,17850631.466197524
0108aea9f,17850631.466197524
010a479e1,17850631.466197524
010d0a2dd,17800277.34251476
010e3cea2,17850631.466197524
010e5417b,17463870.74685934
01108a561,17363478.122505445
0110cca98,14060035.032659212
011449698,17850631.466197524
0114795f0,15575536.943779914
011626c20,17800277.34251476
0117c8f27,17850631.466197524
0117dcb47,17740791.64953334
0118c34be,17800277.34251476
0119efcb9,17850631.466197524
011a58e13,17850631.466197524
011b7902b,14727123.426025366
011ca122e,15575536.943779914
012053244,17850631.466197524
0122a258e,17740791.64953334
0122a4305,17850631.466197524
01230d8ba,17850631.466197524
012414f4e,17792783.91938509
012452125,17850631.466197524
0124529b5,17850631.466197524
012556288,17850631.466197524
01257c24c,17850631.466197524
01258b972,17850631.466197524
0125b64db,17850631.466197524
01295ef92,17850631.466197524
012a2752f,17850631.466197524
012b6ba95,17780630.803316403
012b96b58,17850631.466197524
012e881b9,17850631.466197524
012f25e94,17850631.466197524
012fa70bb,14933168.094545892
01304fc0a,17850631.466197524
013230913,17850631.466197524
01336ceb8,17780630.803316403
0133b85e7,17463870.74685934
0136f8766,17850631.466197524
0137356b9,17850631.466197524
013750184,17780630.803316403
013a3f07c,17850631.466197524
013cc1c13,17850631.466197524
013e96334,13376151.127806487
013fae0b1,17850631.466197524
014076343,17850631.466197524
0140ea0ba,17850631.466197524
0143ee127,17780630.803316403
014461014,17740791.64953334
01446634f,17850631.466197524
014729fb2,13376151.127806487
014749c88,17363478.122505445
014787fc1,17780630.803316403
014a6143c,17363478.122505445
014af25cd,18142071.388289545
014b5797e,17850631.466197524
014badcb1,17850631.466197524
014c523b1,17934950.774268117
014e55fdb,17850631.466197524
014ea0456,17850631.466197524
0151cc525,17850631.466197524
015409983,17850631.466197524
015411bfe,17792783.91938509
01560b792,14727123.426025366
0157b07da,17850631.466197524
01587bbbc,17850631.466197524
0158ba234,17918609.664433856
01590d52a,17190186.988854133
015a40790,17850631.466197524
015b07817,14060035.032659212
015fc3313,17363478.122505445
01604ee4b,17850631.466197524
016054375,17850631.466197524
01642dec0,17780630.803316403
0166ab5ea,17850631.466197524
016b405be,17924255.543704264
016bdc940,17918609.664433856
016c31d1a,17463870.74685934
016d290da,17740791.64953334
016decdd2,17780630.803316403
016ee1214,17850631.466197524
016efef23,17850631.466197524
016f60448,17850631.466197524
017029678,17792783.91938509
01704d4ca,17740791.64953334
0172638ce,17850631.466197524
0173e6be5,17850631.466197524
0174ed320,13376151.127806487
017623c5c,17850631.466197524
017a4044f,17780630.803316403
017a6c7f9,17924255.543704264
017ae7ac3,17850631.466197524
017b80d83,17792783.91938509
017d9f1a4,17800277.34251476
017e22e34,14933168.094545892
017e9a902,17850631.466197524
0180f14e9,17850631.466197524
018148c57,17850631.466197524
018166b42,17363478.122505445
0181a6d0e,17850631.466197524
018283661,17850631.466197524
0183f9b32,17850631.466197524
0186cbba4,18270242.02300262
0188bc86f,17850631.466197524
01890383f,17780630.803316403
018965366,17850631.466197524
0189c8ab0,17850631.466197524
018d514a2,17850631.466197524
018d765bb,17850631.466197524
018dbbe73,17850631.466197524
018de39ca,17850631.466197524
018fd935f,17850631.466197524
018ffc9fa,17780630.803316403
019372984,17850631.466197524
01937e592,14933168.094545892
019381521,14727123.426025366
01952e574,17740791.64953334
019540ad9,17850631.466197524
01955815c,17850631.466197524
0196be03d,17850631.466197524
01978c738,17850631.466197524
0197f607c,17934950.774268117
01980e862,17850631.466197524
019823615,17850631.466197524
019ab3785,17363478.122505445
019c0d544,17850631.466197524
019c5ad1d,17850631.466197524
019cff829,17850631.466197524
019ed3e51,17850631.466197524
019fd88df,11616401.160062892
01a0a9e06,17850631.466197524
01a1f927c,17850631.466197524
01a4d6c6c,15575536.943779914
01a697820,17850631.466197524
01a72cedb,17792783.91938509
01a900d08,13376151.127806487
01a960c35,17850631.466197524
01aa854be,17792783.91938509
01ab08b6a,14933168.094545892
01ad8126b,17792783.91938509
01af69076,17850631.466197524
01aff9a04,17850631.466197524
01b128a94,17850631.466197524
01b1e697f,17850631.466197524
01b3159e1,17850631.466197524
01b342719,14933168.094545892
01b375dad,17850631.466197524
01b6d93e9,8397222.598943304
01b6e8722,17780630.803316403
01b728f6c,17850631.466197524
01b784536,17780630.803316403
01b7d0580,17780630.803316403
01b7defea,17850631.466197524
01b80bb3c,17463870.74685934
01b8c1484,17850631.466197524
01bbb0d76,17850631.466197524
01bc848d9,14933168.094545892
01bd8211e,17850631.466197524
01bdda11d,17850631.466197524
01be390b4,17850631.466197524
01be6122c,17850631.466197524
01c1d1fb0,17792783.91938509
01c33d5d2,17850631.466197524
01c34e2ff,17850631.466197524
01c362322,17190186.988854133
01c553e1a,17850631.466197524
01c65531d,17850631.466197524
01c6933d0,18215529.546746988
01c74c797,17850631.466197524
01c7eafe8,17850631.466197524
01c81cd35,17800277.34251476
01c898445,17924255.543704264
01c9fd3a7,17850631.466197524
01ca7113f,17850631.466197524
01cb0f6ea,17850631.466197524
01cc582f5,17780630.803316403
01cca8141,17190186.988854133
01cef01a2,14727123.426025366
01d10e85d,15982066.89020433
01d193713,17918609.664433856
01d2fecbe,17850631.466197524
01d38c28f,17850631.466197524
01d396bc2,17850631.466197524
01d7bfe15,17780630.803316403
01d8282f2,17850631.466197524
01d94bd22,17850631.466197524
01da2afeb,17850631.466197524
01db02cda,17850631.466197524
01dd4ee95,17850631.466197524
01dd8785b,17850631.466197524
01dff0d9c,17850631.466197524
01e04a9fb,17850631.466197524
01e06a9f0,17850631.466197524
01e1970fb,18142071.388289545
01e1ee7f9,17850631.466197524
01e37465e,15982066.89020433
01e38e47e,17850631.466197524
01e6618b1,17850631.466197524
01e8de681,17740791.64953334
01e9513b2,17850631.466197524
01ea633f5,17850631.466197524
01eba0824,17850631.466197524
01eca1d02,17850631.466197524
01ed1f78a,17850631.466197524
01ee29ec7,17918609.664433856
01eed81f9,9687390.10200445
01ef1d226,17800277.34251476
01f0030e3,18270242.02300262
01f15fad3,17850631.466197524
01f330ffe,17924255.543704264
01f39eb1e,14060035.032659212
01f44549a,17850631.466197524
01f5a652b,17850631.466197524
01f889c84,17800277.34251476
01fa9c31e,17918609.664433856
01fd4e7e9,17850631.466197524
01fde1134,17850631.466197524
01ff14471,17363478.122505445
01ffa7fbe,17850631.466197524
02001f60c,17780630.803316403
0201ea0a0,17850631.466197524
0201fe232,17850631.466197524
020699f8e,17780630.803316403
0206a24ce,12621578.0455
0206bfd06,17850631.466197524
020741219,17463870.74685934
020816bdb,17850631.466197524
0209a7570,17850631.466197524
0209bf7b8,17792783.91938509
0209d2fd2,17850631.466197524
020b294bd,17850631.466197524
020b5b442,17792783.91938509
020bd2d15,17850631.466197524
020eaebb2,17850631.466197524
020ed0585,17850631.466197524
020f67b89,17850631.466197524
02118146a,17850631.466197524
0211c154c,17800277.34251476
0211f9abc,17780630.803316403
021257ae5,17918609.664433856
02135d6ab,17850631.466197524
02170db23,17850631.466197524
02180e987,13135497.040575596
0218218c1,17780630.803316403
0218cd3d7,17463870.74685934
0219f8398,17190186.988854133
021aee575,17850631.466197524
021bd4dca,17850631.466197524
021da9216,17850631.466197524
021ebd418,17850631.466197524
021fd795a,17463870.74685934
02223cd36,17463870.74685934
0223c16c1,17850631.466197524
022678dd2,17740791.64953334
022792b0a,17924255.543704264
022804284,17780630.803316403
0228aa82d,14933168.094545892
0229e75c4,17850631.466197524
022a8c2f7,14060035.032659212
022cb2631,17792783.91938509
0230d4064,17850631.466197524
023377ebc,17850631.466197524
02342e4f7,17850631.466197524
0235e2eab,17850631.466197524
023990ec3,17850631.466197524
023ac9a3c,17850631.466197524
023b81381,17850631.466197524
023fa6bf0,17792783.91938509
024078072,14727123.426025366
0241d1cc7,17850631.466197524
0241dbd70,17363478.122505445
02423aea3,17850631.466197524
0242e62ca,14933168.094545892
024306e5d,17850631.466197524
0244ca2e6,17850631.466197524
0245590f8,17850631.466197524
0246d6ee2,15982066.89020433
024739c7d,17850631.466197524
024766f47,17780630.803316403
024813220,17363478.122505445
024890eac,17850631.466197524
024c65d46,17850631.466197524
024c8f9db,17918609.664433856
024cbb5b4,17850631.466197524
024d9058c,14933168.094545892
024fe32af,17363478.122505445
025045845,18142071.388289545
0250eb809,17850631.466197524
025179e5e,17850631.466197524
02537cf5e,17850631.466197524
0254223d8,17850631.466197524
0256c0b0e,17792783.91938509
025774ca3,17850631.466197524
025786cb9,17850631.466197524
0257e2b97,17190186.988854133
025994da9,17850631.466197524
025a2f31f,17850631.466197524
025a544da,17850631.466197524
025a96ed9,17918609.664433856
025abdc92,17800277.34251476
025ba7d70,17850631.466197524
025c222b3,17850631.466197524
025c7bb5f,17850631.466197524
025e5d770,17850631.466197524
02635ccad,17850631.466197524
02648787c,17190186.988854133
026756d03,17792783.91938509
0267a271c,17850631.466197524
02681ecec,17850631.466197524
02697d7c3,15982066.89020433
0269a6f71,17850631.466197524
0269d314c,17850631.466197524
0269dba28,17850631.466197524
026a61d88,17463870.74685934
026aeaa2c,17850631.466197524
026b02a83,17792783.91938509
026baed22,17850631.466197524
026c4e17b,17792783.91938509
026c5991c,15982066.89020433
026cf59d9,17780630.803316403
026cfc392,17780630.803316403
0270a390f,14933168.094545892
0270be3af,17850631.466197524
0270e156b,17780630.803316403
027124809,17850631.466197524
0272c405a,14026872.964838708
027400cb8,17850631.466197524
0274ce8b8,17780630.803316403
027769b10,17850631.466197524
0277d96d0,17850631.466197524
027a21566,17850631.466197524
027c75423,17190186.988854133
027cc80a8,15575536.943779914
027d5aea6,14060035.032659212
02865c5ec,15575536.943779914
0287280ba,17850631.466197524
02898064e,17850631.466197524
028988631,14933168.094545892
028a5c0d4,14933168.094545892
028da53a4,17740791.64953334
028ee267a,17850631.466197524
0292f2fc5,17924255.543704264
02975edfa,17850631.466197524
029a9db2e,17850631.466197524
029b14b56,17850631.466197524
029bbe7d3,17850631.466197524
029c1e398,17924255.543704264
029da4b41,17850631.466197524
02a0c1918,17463870.74685934
02a2a1bdf,17792783.91938509
02a2c00e0,17850631.466197524
02a31514c,17850631.466197524
02a3dc04d,17780630.803316403
02a565b91,17850631.466197524
02ac98fd5,17850631.466197524
02adff31a,17850631.466197524
02affe93a,17850631.466197524
02afff518,18016951.792913064
02b000198,14933168.094545892
02b0b4bae,17850631.466197524
02b0c3fdb,17850631.466197524
02b220cf1,17934950.774268117
02b25ade0,17850631.466197524
02b413bb1,18016951.792913064
02b4aaba1,9687390.10200445
02b67ff32,17850631.466197524
02b71a6b2,18016951.792913064
02b79188f,17780630.803316403
02b8961fc,17850631.466197524
02b96ff6c,17850631.466197524
02bad4594,17780630.803316403
02bbd7b9d,17190186.988854133
02bcf8e90,17740791.64953334
02bde66d2,14933168.094545892
02bfe3c59,17792783.91938509
02c119238,17850631.466197524
02c16cb74,14933168.094545892
02c475e65,17850631.466197524
02c4d224b,17850631.466197524
02c6d9700,17850631.466197524
02c74523d,17740791.64953334
02c7c5e05,17850631.466197524
02c8a1f80,17780630.803316403
02c8c7175,17850631.466197524
02c91d25d,17792783.91938509
02ce4321f,17850631.466197524
02cfae275,17780630.803316403
02d07cb78,13376151.127806487
02d147e50,17850631.466197524
02d173c38,17850631.466197524
02d1a1e82,17850631.466197524
02d2dc64c,17924255.543704264
02d3dcc5a,17190186.988854133
02d67ed4c,9687390.10200445
02d682de1,17780630.803316403
02d72b46d,17850631.466197524
02da114c7,17792783.91938509
02da41c7e,15982066.89020433
02dad771a,17792783.91938509
02db2bb9a,11616401.160062892
02dc20d11,17850631.466197524
02dc3b94d,17850631.466197524
02dd17f6f,17850631.466197524
02deaaed6,17850631.466197524
02dfd3b7c,17190186.988854133
02e0b923c,17850631.466197524
02e23559a,17934950.774268117
02e2acbaa,17850631.466197524
02e5349d9,17740791.64953334
02e6bbef5,17850631.466197524
02e7849bb,17850631.466197524
02e80faad,17850631.466197524
02eaec8f8,17850631.466197524
02edb9180,19251622.078184262
02ee21874,17850631.466197524
02ef3cdc7,17850631.466197524
02f18ce31,17850631.466197524
02f20fa4a,17850631.466197524
02f492e98,17850631.466197524
02f7d06a3,17850631.466197524
02f8c9d39,17918609.664433856
02f928f97,17924255.543704264
02f97eb4f,17792783.91938509
02f9cc844,17850631.466197524
02f9f46ac,14060035.032659212
02fb07a76,14933168.094545892
02fb4683c,14727123.426025366
02fd708e8,17918609.664433856
03026bfdd,17924255.543704264
0304186ba,17850631.466197524
03052941a,17850631.466197524
030553c29,17190186.988854133
0306f5c13,17850631.466197524
03078adf4,17934950.774268117
030a2297c,17850631.466197524
030b9a986,17792783.91938509
030bbd54c,17792783.91938509
030d81f86,17850631.466197524
03101eca5,17850631.466197524
0311bb483,17792783.91938509
03121027c,17190186.988854133
0312ea7f8,17850631.466197524
0313323d7,17850631.466197524
03148fa17,15982066.89020433
0314aa65d,17800277.34251476
03156f66a,13376151.127806487
031775c5a,17850631.466197524
0317cd26f,17190186.988854133
0317dc1c8,17190186.988854133
031959763,17850631.466197524
031961e5e,17850631.466197524
031a6f52d,17850631.466197524
031af41a0,17792783.91938509
031be3013,17850631.466197524
031c054a3,17918609.664433856
031e02d13,17780630.803316403
031fe6025,17850631.466197524
03226e167,18270242.02300262
032313121,17850631.466197524
03252fdf8,17850631.466197524
0325ef5e3,17740791.64953334
03278afaa,17850631.466197524
0329abefe,17850631.466197524
032b82f0c,17850631.466197524
032cb3413,14933168.094545892
032f7abe9,9687390.10200445
032fd3cf7,17792783.91938509
033135e05,13376151.127806487
03316e7c8,18142071.388289545
0333c53fa,17850631.466197524
033611b09,17850631.466197524
033656403,17463870.74685934
0337427ab,17850631.466197524
0338d1fb6,17850631.466197524
033948435,18270242.02300262
033b70fcb,17850631.466197524
033d3323b,17850631.466197524
033db5f65,17850631.466197524
0341af76c,17850631.466197524
03434b4b4,17850631.466197524
0344e4977,18142071.388289545
0346fb76b,18016951.792913064
034ad33d6,17190186.988854133
034af5dae,17850631.466197524
034b70bda,17850631.466197524
034f2607b,14060035.032659212
034f28339,17463870.74685934
034fb173b,17792783.91938509
03504923d,18016951.792913064
035226e6e,17850631.466197524
035585d5c,17934950.774268117
035643e2b,17850631.466197524
0356dfccd,17850631.466197524
0356fc880,17850631.466197524
03578cd16,17850631.466197524
0358c22f6,17850631.466197524
035a91cf2,17850631.466197524
035b789d2,17792783.91938509
03610ecc7,17792783.91938509
03656e62f,17190186.988854133
0365b7b3a,17190186.988854133
0365f0a9f,17850631.466197524
0367cb231,17850631.466197524
03687090c,17850631.466197524
036b2dd1e,17918609.664433856
036f3dd40,17850631.466197524
03700787a,17850631.466197524
03705c6ef,17850631.466197524
03722e7be,17850631.466197524
037248721,14727123.426025366
037269293,14933168.094545892
03782136e,17934950.774268117
03796cf0e,17780630.803316403
037dc14e7,17924255.543704264
037ec2166,17850631.466197524
037f61da3,17850631.466197524
0380c62db,18142071.388289545
03857cb43,17850631.466197524
0387bf802,17850631.466197524
038838fee,17850631.466197524
0388b0dc1,17740791.64953334
038ad1732,17850631.466197524
038b7c09a,17740791.64953334
038c061e1,17850631.466197524
038da9843,17850631.466197524
038ded2fe,9687390.10200445
038f623c2,17850631.466197524
039105297,17850631.466197524
0391c19bf,17850631.466197524
0393e0694,17850631.466197524
03949736d,17850631.466197524
03959e9a9,17463870.74685934
03968aeb0,17850631.466197524
039a844b4,17850631.466197524
039e289ac,15982066.89020433
03a062fbb,17918609.664433856
03a4623d5,17850631.466197524
03a546322,17850631.466197524
03a5c6003,17850631.466197524
03a5f4351,17850631.466197524
03a81c915,14727123.426025366
03aaf818c,17850631.466197524
03ab8fc70,17792783.91938509
03aea7af1,17934950.774268117
03b10328e,17924255.543704264
03b27dded,17850631.466197524
03b46ad5d,14933168.094545892
03b4b4a3e,17850631.466197524
03b67d81b,17850631.466197524
03b6c19da,17850631.466197524
03b835ca7,17850631.466197524
03b882553,17918237.978291348
03b99b5f9,18016951.792913064
03b9a2af2,17780630.803316403
03baf448a,17463870.74685934
03bedbe9d,17850631.466197524
03bfd20b9,17850631.466197524
03bfe3bc5,14933168.094545892
03c18ac69,17780630.803316403
03c27a2bf,17850631.466197524
03c760f76,14933168.094545892
03c8caae7,17792783.91938509
03c9a65f8,17780630.803316403
03cdb39c1,17924255.543704264
03d4bd5b8,17363478.122505445
03d73e9c5,17850631.466197524
03d854501,17850631.466197524
03d893c26,17924255.543704264
03da7d69e,17792783.91938509
03db05222,13376151.127806487
03dc6875e,17740791.64953334
03dfb0bd7,17740791.64953334
03e09458b,17850631.466197524
03e10ddf7,17190186.988854133
03e28b99f,17780630.803316403
03e58b888,17918609.664433856
03e592e94,17850631.466197524
03e755a97,17850631.466197524
03e78798a,17918609.664433856
03e823704,17850631.466197524
03e882a88,17850631.466197524
03e897c29,17850631.466197524
03ebad6bc,18142071.388289545
03ebf5ecf,17792783.91938509
03ec3ab4e,17850631.466197524
03ec5eed1,17924255.543704264
03ed5c911,17190186.988854133
03ed976ab,17918609.664433856
03ef34c90,17850631.466197524
03f203cfa,17463870.74685934
03f3c8c46,17850631.466197524
03f492c31,17780630.803316403
03f5b5e4a,17850631.466197524
03f6822ee,17850631.466197524
03f6de512,17792783.91938509
03f73ef0e,17918609.664433856
03f74f010,14727123.426025366
03f82bc6c,17780630.803316403
03fa0306c,18016951.792913064
03fc7fa27,17363478.122505445
03fe6e716,17850631.466197524
03ffe3f49,17850631.466197524
04023973e,15575536.943779914
04042f2d4,17934950.774268117
04045c3a4,17850631.466197524
0404fb8e2,17850631.466197524
0406e6e47,17850631.466197524
040951939,17850631.466197524
0409890f8,17850631.466197524
040ca2949,17850631.466197524
040f6b98c,15982066.89020433
040fb51e2,17918609.664433856
0411c1468,17792783.91938509
04127fa80,17924255.543704264
0412f421d,17850631.466197524
041346d0f,17850631.466197524
04137899d,17918609.664433856
0419a598f,17850631.466197524
041abacf2,14933168.094545892
041ac253e,17463870.74685934
041ae628c,17850631.466197524
041b2eaa1,17463870.74685934
041d211ec,17850631.466197524
041d6aa88,17463870.74685934
041e0fa5a,15982066.89020433
041fec996,17463870.74685934
042091615,17363478.122505445
0423774bc,17850631.466197524
04245c9ab,17850631.466197524
0425713aa,17850631.466197524
042576594,17850631.466197524
04258a134,17850631.466197524
04290d6e3,17780630.803316403
0429ef94f,17190186.988854133
042acad39,13376151.127806487
042b75b8b,15575536.943779914
042b8215b,17934950.774268117
04305a384,17850631.466197524
04314d3a3,17850631.466197524
04315db05,17190186.988854133
04345543a,17850631.466197524
043593500,17850631.466197524
0436f2c86,17850631.466197524
04370ab18,17850631.466197524
0437281f5,17190186.988854133
0438dc28d,17850631.466197524
043be1af1,17792783.91938509
043c23fbe,17463870.74685934
043dce29d,17850631.466197524
043e4b825,17850631.466197524
043f5244b,17463870.74685934
043fd2e42,17850631.466197524
0441a98fe,15982066.89020433
044541178,17850631.466197524
04457b1e5,17850631.466197524
04462ec86,17850631.466197524
044683ae6,17190186.988854133
0448aa36f,17850631.466197524
0449d0137,14727123.426025366
044b95f86,17850631.466197524
044b97b6c,17463870.74685934
044c7fd20,17850631.466197524
044c8dfd9,17850631.466197524
044d8ee8d,17850631.466197524
044eb2751,17850631.466197524
044efc778,17850631.466197524
045082aa1,14933168.094545892
04518a146,17850631.466197524
045239fe8,14933168.094545892
0453a3e09,17780630.803316403
0454417ec,17463870.74685934
0454de019,17740791.64953334
04562691c,17850631.466197524
0458a04a0,17792783.91938509
045901f6a,17792783.91938509
045986d3a,17850631.466197524
045bce540,17850631.466197524
045ce5b8c,17850631.466197524
046021d41,17850631.466197524
0462e36a5,17850631.466197524
046526fe2,17934950.774268117
04655596d,17792783.91938509
04658f5b6,17850631.466197524
046692f4b,17850631.466197524
046868511,7717982.119556652
046892828,17850631.466197524
046b3d7ef,17850631.466197524
046c924e3,17780630.803316403
046e2664e,18016951.792913064
046e3b5b4,17780630.803316403
046f20f0d,17850631.466197524
047157871,17850631.466197524
04722b965,17850631.466197524
0478dd0a3,17850631.466197524
0479371c3,17850631.466197524
047ac78ea,17850631.466197524
0481e6914,17363478.122505445
04822e352,17850631.466197524
0483111ba,17850631.466197524
0483794aa,17463870.74685934
048443c83,17850631.466197524
04847c5ea,17850631.466197524
048658031,17850631.466197524
048694692,18016951.792913064
048712c35,9687390.10200445
048b1b81c,17850631.466197524
048def5ee,17780630.803316403
048e4e5ce,17850631.466197524
049036175,18215529.546746988
04905d5d0,17918609.664433856
0490bce2f,17850631.466197524
0492364a6,17850631.466197524
0493c1057,14727123.426025366
0494cbc16,17850631.466197524
049670925,17850631.466197524
04998f537,17850631.466197524
04999528c,17190186.988854133
049a35c33,17780630.803316403
049a8e3e5,17850631.466197524
049ab0d4d,17190186.988854133
049b66c17,17850631.466197524
049e17289,17190186.988854133
049e7e088,17463870.74685934
04a049e48,17792783.91938509
04a095504,17850631.466197524
04a105753,17850631.466197524
04a231167,17780630.803316403
04a3c6d21,17850631.466197524
04a5a539f,17850631.466197524
04a746dc8,17850631.466197524
04a992add,17190186.988854133
04a9e4aeb,17190186.988854133
04aa2e15a,17190186.988854133
04aa6b5fc,13376151.127806487
04ab00450,17850631.466197524
04ab1de8e,17918609.664433856
04ad57b6d,17850631.466197524
04ae21348,17780630.803316403
04af5fa34,17850631.466197524
04afeb8ac,17740791.64953334
04b0e1550,17850631.466197524
04b1ca833,14727123.426025366
04b2cb591,17850631.466197524
04b2d3d86,17850631.466197524
04b432011,17780630.803316403
04b44859f,14727123.426025366
04b56ec7a,17850631.466197524
04b7f99d1,17463870.74685934
04b9581f6,17850631.466197524
04b98c616,17463870.74685934
04b993254,17850631.466197524
04ba2dd27,17850631.466197524
04bfe03f9,17463870.74685934
04c147ebb,14727123.426025366
04c1c0844,17850631.466197524
04c1c5c42,17850631.466197524
04c26c79a,17850631.466197524
04c361aa2,18849566.939111114
04c458cd8,17463870.74685934
04c59d3cd,17780630.803316403
04c5e1daf,17850631.466197524
04c82f4d9,17850631.466197524
04c84a436,17850631.466197524
04c9f9d02,17850631.466197524
04d0d5de5,17780630.803316403
04d1b813d,17850631.466197524
04d3f5d25,17463870.74685934
04d4c2c11,17850631.466197524
04d57e1a7,17850631.466197524
04d908feb,17924255.543704264
04d9847b7,17850631.466197524
04da1b767,17924255.543704264
04dd95d2a,14727123.426025366
04e249294,17190186.988854133
04e2ae28a,14933168.094545892
04e475e3c,17780630.803316403
04e66db1f,17850631.466197524
04e766b04,17850631.466197524
